Total Nacional - Región_0,comuna_6_7_8_1,número__de_upa_2,superficie_(ha)_3,número_de_upa_4,superficie_(ha)_5,número_de_upa_6,superficie_(ha)_7,número_de_upa_8,superficie_(ha)_9,número_de_upa_10,superficie_(ha)_11,número_de_upa_12,superficie_(ha)_13,número_de_upa_14,superficie_(ha)_15,número_de_upa_16,superficie_(ha)_17,número_de_upa_18,superficie_(ha)_19,número_de_upa_20,superficie_(ha)_21,número_de_upa_22,superficie_(ha)_23,número_de_upa_24,superficie_(ha)_25,número_de_upa_26,superficie_(ha)_27,número_de_upa_28,superficie_(ha)_29,número_de_upa_30,superficie_(ha)_31,número_de_upa_32,superficie_(ha)_33,número_de_upa_34,superficie_(ha)_35,número_de_upa_36,superficie_(ha)_37,número_de_upa_38,superficie_(ha)_39
Región de La Araucanía,teodoro_schmidt,20340,4460472322226952,9500,503774597731315,6830,1599559988056775,740,741916520051,3850,5623783333333,3060,15858126480305,50,275,70,186,100,13255,60,177,2720,8900855587392,5840,4662150344866963,6720,3540835340126491,3220,178775585791288,18490,1982314305731717,2270,2793789105967255,4220,71948976271527,4190,177287661406589,15700,8816259970011
Región de La Araucanía,toltén,11620,6479638732855571,1440,46554093490269,3140,314446014456325,00,00,3010,280696,1160,4570652220193,00,00,20,025,00,00,00,00,1880,4399347772203,5290,2534280737652088,4480,1069641778230162,2080,201641721495272,10610,12135072981366,530,3808039386964806,5570,2674268906938807,3900,6120033131626086,8780,709382699103548
Región de La Araucanía,vilcún,15590,7574712557642869,6590,164756926790576,2410,1441513910714284,260,1023451343361,4540,4615369935967542,3990,6870646336206858,00,00,150,47106,30,1793,100,162037,2820,22044697789508,3660,9401068449129669,6330,1713851281037163,2700,56974946924812,12450,1462319180757612,1190,1795888982343191,2140,2737154305196261,2390,78902894460691,12340,1070841945422567
Región de La Araucanía,villarrica,14130,5500911007547351,1220,1442321004690909,2890,862275676512,00,00,8910,986884,6540,98545991932625,10,24,80,12162,10,20,170,16794,2110,12638160017959,2180,4122947244965217,10310,2177596919061667,2380,4626924511833,13150,1777950864615059,570,570508999853432,2350,9312198935443799,1470,609696192293364,10820,6934123027526
Región de La Araucanía,cholchol,9970,1935170577046085,6070,1513237632527,2390,181292478681,90,1725,4640,3484313538468,2440,115736,00,00,140,62,00,00,10,0006500000000000001,890,14605,4260,8553021634765453,2120,1219679438866176,310,6138,7480,3531334407628374,2140,1982667324259751,2800,468496,2380,630689999886292,6360,576233
Región de La Araucanía,angol,5770,7677077556436804,1000,78720593335526,830,45998,60,22838225831394,3200,145197886561781,2880,1031134978135525,40,0613,40,0337,10,941844966435,80,1619,2090,8515784237442,2840,3515320801950471,2260,2013644767118978,250,48319835189391,3650,3702515344634714,1690,1046040571255001,2120,1374732582902326,1510,1608250636365893,4790,651195268572504
Región de La Araucanía,collipulli,6220,877602088437489,2330,35844,370,12241,50,5430,3220,608599,1590,466594,00,00,90,6705,10,05,30,9760000000000002,410,1036,2090,4081803130745029,1650,2164648960058996,550,16006,4280,255068799999579,1320,1015846215352663,1320,4315459430389257,1100,2602972304689913,5780,72038614710705
Región de La Araucanía,curacautín,2810,1425852512950957,960,665229600333638,90,2275,60,907741859584,380,2792,370,5251055687889999,00,00,00,00,00,00,10,31,1070,15046738064516,490,523946213682773,1930,7849126229435248,280,2055257096774,2280,6557565379843206,280,788154849335575,230,6219514000000544,260,3558999385610933,2170,3683838426985
Región de La Araucanía,ercilla,750,2409739402618212,470,38730205145935,70,3292,100,946071166408,70,1749464386129,120,37036609653225,00,00,00,00,00,00,00,00,120,821572633548,210,10968756186753,340,2727206493732211,120,109026,450,36394575921227,160,2490745866075427,110,60989689704414,160,2196867638430008,570,236529373879138
Región de La Araucanía,lonquimay,10570,189936529,40,65,130,11512,00,00,1620,10233,400,10151,00,00,00,00,00,00,10,10,4820,89795,1450,117742,6060,94818431,1510,14064,8680,26679447,2760,4075192,3120,9669383,3180,4993701,8690,12359
Región de La Araucanía,los_sauces,6150,6041223896819275,1770,2106222159558,810,964144049416,30,12970958073,2190,549908701317386,1520,25452532534632,20,38,30,1512,20,265,10,05,1320,1358591992751609,4070,3258527889404909,1980,4985127169797026,310,1111425912994789,4620,8849130787438817,1510,5893556949261529,1460,89930189686986,1160,152057544227538,5030,535075582046984
Región de La Araucanía,lumaco,6680,6525234019765578,1330,8612319381211,1040,836953759398,70,262797197405,2110,559977184994382,530,295407243157,50,225,00,00,00,00,10,20,820,19818205686371,4910,3877253136190254,2350,7362467402073442,140,15677297079089,3940,3260677751352815,1110,8759505226832036,2380,3073515104264038,670,1941159532587603,4770,666533314372171
Región de La Araucanía,purén,7220,2837763831461342,2150,6411813146899,3140,26390064769,10,10,3230,44075662484854,2240,801790932875,50,125,40,0186,30,1375,20,15,1920,6363095981753399,4730,1119895636612945,2640,5050951177265484,220,505835602094,5960,6955350149249407,990,79414422989438,2040,1486479948324142,810,675218394628935,6040,483747172584627
Región de La Araucanía,renaico,2470,1717734485855035,740,158998551931624,360,76518,70,15401774168606,1330,12066044603437,770,903793111857,00,00,10,009,50,1753155033565,70,449,1110,607453898978891,680,706566494262347,120,64008534756067,100,44389253095,1380,2213740637077362,740,2498072881346237,310,121773498971042,350,240905415555195,2100,28047538323731
Región de La Araucanía,traiguén,7360,6300864043979141,3990,134336663524069,920,3974984746544,570,36332168623351,2690,1650148953034192,1610,109225915740473,70,478,50,4363,10,10,10,004,1020,73901125714905,4010,213923564210459,2250,4977198113760305,1460,1575687915377411,5030,7589881716695983,950,3165744071775962,1260,753073837066526,2310,2835587961680188,6530,1205240403135524
Región de La Araucanía,victoria,8620,8602100426469881,5050,2616742295586738,450,1120074403139,700,5543319997446192,1890,5608098973437,1310,819071,20,120,20,05,10,100,50,5765,1140,18912355089824,1530,1864991165473218,2580,877743315487642,1310,15714027577836,5580,6564167428587756,900,5304275143093521,1000,899757482521662,730,8242119056125208,7510,1394534694634214
Región de Los Ríos,total_región,87490,1224008426857959,8840,238695500000463,20700,46237910000156,300,25369200000033,36180,79892035,29180,6297674,100,300,530,557157,80,233075,580,471428,13080,262903770000225,19010,1966092769995307,50670,59495161100703,28240,1297527780001097,68810,88111672,5640,8118227999689358,23120,461140990010237,19400,7608457499996905,75520,194830210005189
Región de Los Ríos,valdivia,3530,6779887519284304,120,860575,810,17111,10,22,1490,23287,1200,67843,10,35,120,9763,30,21,120,8088,340,308555,1290,2472930151077264,2450,2569284634190703,530,30231051970836,2680,3319522000003814,200,1706164434597557,1310,5020684999767917,890,1758837941603596,3090,1245390767106894
Región de Los Ríos,corral,1670,437910991657867,20,055,620,12863,00,00,1060,22289,590,24129,00,00,70,022,00,00,10,0012,60,248,610,1359530428016068,1190,246915456402916,370,168188,1260,54595400000806,150,31128,670,3822399999431729,590,261056999995597,1450,6129792458990449
Región de Los Ríos,lanco,4570,3404075204650178,810,62785,1730,89941,00,00,2470,62164,2410,436393,00,00,10,025,00,00,30,348,1470,17862,1450,1093281394091825,3190,1144031247526882,1480,127268,3900,4490739900285257,270,89123480249406,900,63357672734548,620,441019999993936,3990,93209620019598
Región de Los Ríos,los_lagos,5380,1059671127037623,190,19748264735668,410,503489375,10,1500,1440,33755875,1080,97411714249952,10,08,20,021,00,00,10,0035,550,32995223151124,1270,2468675899792243,3300,4033783303871725,1720,2016292990483495,3920,8145055670561409,130,613198715563144,1050,2362597749857531,870,860206058392486,4680,2314916824234333
Región de Los Ríos,máfil,4090,4876619399895328,200,28250,340,74559,50,29832,680,31102,1270,317023,00,00,10,006,30,137355,10,0045,710,195353,1110,1421829684622069,2720,1406418393647225,1820,590676,2900,3467916000002137,210,1562079740360576,1660,2313605000299663,770,492700000005102,3790,110365847559285
Región de Los Ríos,mariquina,8940,8852573838495156,530,3236982,2760,510761,40,29612,4550,822187,3370,64836,00,00,10,005,10,26,150,18217,730,872702,3070,3286985169324321,5610,2816225081242183,2650,4160425,7690,7240588099702363,1120,1225456143490389,4040,5020028273249264,2830,1860449000006405,8330,2318678662838101
Región de Los Ríos,paillaco,6670,6988548165127712,780,3274317410695576,880,1415191952476,40,32521,1110,34257,970,66018081381248,00,00,30,1225,10,3002,20,05096,730,134966439541,1590,1646030709498445,3810,1534913856035576,3460,178616656660378,4460,6902158575040131,320,434288709746402,1110,2362854230617743,1310,2046483633421941,5410,1378009008678827
Región de Los Ríos,panguipulli,13220,2493569771832727,1610,16707,3360,213141,30,72922,6750,188811,4760,1597376,00,00,50,01922,00,00,80,34232,1990,228022,2150,1696006220836172,10210,159793860084926,1970,612534,11800,1616031700000154,1590,479367014728825,4070,1228082500010953,2660,2738105299999729,9400,349306947514779
Región de Los Ríos,la_unión,12270,1627084706327308,1880,4271889830448256,2060,810825022636536,80,257914544041352,4030,11001625,4960,684424218688,70,117,130,22855,10,10,70,9065,3690,57156588385287,3560,3502714693993498,6630,855491900074864,3170,1323934998196,8880,78280678806085,670,503547438722414,3070,4730534769954801,2830,1409353553680555,11130,2546500856040282
Región de Los Ríos,futrono,5450,9791823966501968,820,640486766148,2680,250945,20,801,3120,6606431818182,1290,18718,10,140,00,00,00,00,10,0004,380,19113844509714,740,3652296524071588,3170,6346799827354875,1340,1118000910172125,4650,711202154083227,380,12481,1500,3176220000000122,1910,4697025457468935,4710,1357694232075542
Región de Los Ríos,lago_ranco,6610,1111615420002271,560,4349239198594,1730,2000258355136,10,28343558298,3190,5464543303497,1500,17511395608395,00,00,00,00,00,00,20,0208,180,46225,1040,601480001401696,3540,7399521458550556,1860,3651894628113,5610,7144097425449606,130,222809999859401,1700,2350809400824511,990,2139594837840194,4820,4692860803497
Región de Los Ríos,río_bueno,16830,1440879442326331,1580,4051448599328268,3410,978078251889464,50,395001100132148,6340,9030977378321,5890,52553386891605,00,00,80,4146,10,600,50,4056,2510,634821,1740,2875656961538392,6030,5240723725012879,8460,430004305203591,11620,1575523390750492,610,32414300012659,2420,2039962849565406,3500,1348044097700126,15870,1710741172359561
Región de Los Lagos,total_región,183430,2629360929498168,7800,182531100000063,76920,101654530000023,310,99667,66670,14669319,49420,4725695,120,1296,840,549724,170,397172,700,1901662,23370,266935590000097,28700,5280480899831426,116290,1532386687000215,65600,240560406999882,145500,196525627,11200,1263154199974057,69400,1100493970000025,36120,4073279629999976,131290,141178079999974
Región de Los Lagos,puerto_montt,8170,9982677470000015,460,300253,3630,235215,10,10932475885,2360,333827,3310,131888,00,00,190,01642,00,00,60,19028,1190,559579524116645,1910,5239246827301,5330,742693039199826,2150,45797273838702,5890,44044435822762,870,2705554,3860,23112624905363,1980,9271804990354,7160,497275178545605
Región de Los Lagos,calbuco,19310,2581779470001484,120,73,13630,474994,00,00,13050,2161777,6850,163845,00,00,90,0318,20,0204,40,084,2300,26443,2150,23935635854524,11490,817083364654084,3430,154039,17330,7942111,760,5431850000000001,8690,2585125140018,2630,9049291680016,15570,609548460002
Región de Los Lagos,cochamó,3310,7265145339933869,40,25,1870,5306,10,05,1770,146294,1620,72533,20,27,00,00,00,00,00,00,350,456,120,27040117605548,2990,6352763452385031,1050,55386,3040,3090772,70,77374299432912,2210,4101238,460,6801700000000002,2380,158481
Región de Los Lagos,fresia,5950,4549235473942053,650,2305390823964,1750,16022150419331,10,186248153628,1100,38505,1650,17660700000005,00,00,20,0453,10,25,40,39,1730,222991675662702,1550,2591495815320955,4230,1252908354766732,3100,1264824118034754,4270,8323284355978443,260,2345221775705,1840,1090257034933458,1720,1036875156277099,5300,660483033438244
Región de Los Lagos,frutillar,4010,482500420000066,460,19313389912152,480,5094799834728,20,1030,500,7311,230,274777,10,10,20,135,10,1395,30,1183,580,275843634424,300,41775,1680,5336689450569475,2450,228681668542112,2780,1097731891815377,110,143847268848,650,96721974894,470,781617544396,3010,100725889596015
Región de Los Lagos,los_muermos,13480,7369005449997235,1990,16070083783008,4630,17605279782244,40,1335,2130,409171,1900,127304,20,225,10,01,00,00,150,01994,2740,17121817191445,2060,637284412883,10650,2287511266865827,9050,2574896507241771,7860,1165857387048981,230,188325,5950,40196962491111,3490,196428392224,12000,121382472850275
Región de Los Lagos,llanquihue,1970,2949821999985079,430,12825714995344,600,10839929466048,10,700,430,9291,320,6297,00,00,10,05,10,1549,00,00,460,16768275370936,330,1353692550006,1290,43890425298784,1160,139391470852016,1340,5122314254275086,80,1143168224295,350,397612054308,500,5693254146918,1680,490039600833
Región de Los Lagos,maullín,9110,3174555099997359,360,138300344601,2860,2771682329215,20,40,1240,24078,910,6507,00,00,10,0005,00,00,20,10,1680,101376101083,1840,16093614145476,5300,768867888663049,5290,73053983322172,5470,7440292581225,990,629305,3380,27994501208519,3280,22492768319984,6370,5004052441505
Región de Los Lagos,puerto_varas,2320,2933681896000307,250,6716340768853,280,5044068660953,30,499067524115,290,197316,230,15446,00,00,00,00,00,00,60,40901,380,513430369058055,520,572976736164055,1700,1923918763877828,1230,1121860168476099,1510,1022792910484081,90,212249073142042,680,60948395714302,960,704157177212136,1800,418542656246045
Región de Los Lagos,castro,8730,1233682539999965,150,83,5900,301741469026544,00,00,3200,493564,2970,108163,00,00,60,0961,10,0004,20,0238,200,1182,440,36295,4120,299675269911476,1430,9374449999999999,7530,5593324831858344,550,380925,2930,1426394,1130,224017,2670,154708
Región de Los Lagos,ancud,11590,5280406169998804,150,8755,4050,130911,00,00,5710,431967,3310,82738,20,101,30,019,00,00,50,0711,970,27087,1780,574851,7750,28183289188175,4650,7329324087815,8800,1143645972399805,850,317447,4330,2603858,2440,1329736,10190,490715
Región de Los Lagos,chonchi,7770,8687330029970688,30,095,4870,253105,00,00,4630,376523,3130,63441,00,00,10,05,80,0517,00,00,1280,301833,390,47282,5880,7527604599970688,3500,2871271,6390,5546534,370,135995,2430,1346123,1380,463948,4790,102565
Región de Los Lagos,curaco_de_vélez,3590,3293519653845855,50,245,2720,106009538461535,00,00,580,55945,480,1072,00,00,10,002,00,00,00,00,20,20,90,595,2030,637988230769,1090,391605,3210,176376538461532,140,3156,1230,22868,410,67327,1550,3985
Región de Los Lagos,dalcahue,6640,1696095594616645,30,125,4430,149127992511921,00,00,2420,217811,1320,38998,00,00,00,00,00,00,10,025,1030,206438,480,208477,5030,571646288194124,2070,1384128912185,5850,5747260059528286,1050,67178,3050,1694422,2200,988763,4310,131817
Región de Los Lagos,puqueldón,4530,43128198,30,25,3600,179033,00,00,2120,250868,790,21685,00,00,10,0008,00,00,00,00,660,4805,160,518,2770,901104,1080,179845,4330,2526207,170,4562,1210,216649,300,43996,3790,117856
Región de Los Lagos,queilén,3630,7298983000000001,00,00,1890,7947,00,00,770,314,700,2415,00,00,10,05,00,00,00,00,00,00,60,3565,2970,454831,1290,484371,3050,1549912,40,1813,950,467995,80,2454,1440,6664
Región de Los Lagos,quellón,6290,2037047740002931,10,20,2350,429376,10,02,2560,297454,1950,178314,00,00,10,025,00,00,10,07,570,30044,190,24365,4460,1906877450002931,2010,167659,4850,5248492,530,118544,3790,3707932,1470,589375,3660,223712
Región de Los Lagos,quemchi,8290,17570268,10,05,5890,231132,00,00,4640,34773,4000,123739,00,00,30,0209,10,0002,40,162,1760,185071,1640,225072,6310,730945,3830,2652523,6460,4697645,400,92459,3860,1346814,1450,542766,7260,126493
Región de Los Lagos,quinchao,7850,7220402400000001,110,9012,5870,285937,00,00,5090,777864,3390,104252,00,00,30,0058,10,02,10,40,1020,104249,1770,90965,4730,148991,950,12168,7340,374886,1120,231014,3990,760744,460,82171,3450,109564
Región de Los Lagos,osorno,6810,641003538737214,570,4359288231564095,610,4764288700176,60,1980848153628,1030,500467,1320,1104931239049155,00,00,70,49,10,40,100,10818211764705,790,295977719268239,1430,289353877222277,2500,5716032793179659,2900,3061009024786875,4310,1138055284598658,300,417892589039558,810,506063323475234,1620,201375201914042,4130,1296792116485363
Región de Los Lagos,puerto_octay,3360,7944131659295809,90,402681365576,40,95241820768,00,00,170,1826,100,4555,00,00,30,35,00,00,10,04,570,332447276382415,430,9101328187144703,2270,2723486116174094,2350,302214178354964,1780,2841340559104035,60,2519590498684623,750,1260086493780441,970,11669324459,3050,1222087460938784
Región de Los Lagos,purranque,3450,4685959321531561,150,11826,110,4061,30,1390,310,1238,220,51844999999995,00,00,10,08,00,00,00,00,160,11297028571434,500,573153205747895,1670,887770647692314,550,1218095477887772,2950,1380166291686354,120,219096684646,550,1011954819585934,760,10292929591033,1380,618359664693668
Región de Los Lagos,puyehue,6930,1456241691687458,70,3029298411271392,280,2775,30,5699999999999999,430,10039,410,6642333333335,10,025,40,2375,00,00,20,07558823529500001,670,249870761513688,370,1213641530767655,3160,8708157439237768,3620,202414000165026,5190,152585446023391,50,13245,1060,150336513884601,990,1641078624529758,4360,79480157066487
Región de Los Lagos,río_negro,5280,4457590380984507,210,9465997490788,440,3222052832206,20,337503692744,800,481515116279,1150,617985490837095,00,00,30,35,10,952,20,37,870,178357865745046,920,7243788167749432,2160,493239356659565,1310,154822764306501,4670,9162359208245472,390,57581470234222,1630,820554325501696,1250,1332379581383661,4870,1171666765887578
Región de Los Lagos,san_juan_de_la_costa,8060,5107804068817443,510,844,1690,1025869767442,00,00,2800,1052604883721,2170,972639534884,00,00,40,01762,00,00,00,00,490,1645058139536,4610,1219145856518998,5540,270268483006633,770,28799,7190,6054268372093782,1000,1009499883606479,3460,2959480000001282,690,214609999999976,4510,779692134061336
Región de Los Lagos,san_pablo,6920,2748257501059477,850,2642398698159565,870,30395,40,1880,3160,1560662,3100,345538983292,40,575,50,0601,00,00,30,9036,1160,2326259838709,2430,282408938644158,2490,1472601775394358,2350,996138608479999,4930,5525842103508965,220,348555999998732,650,423988450702909,1560,743427000000164,5640,478638489587507
Región de Los Lagos,chaitén,2840,7869940170001904,20,0898,710,1864,00,00,530,9009,130,6855,00,00,00,00,00,00,00,00,30,12054,20,25,2370,51574714695912,430,188513,2480,51973710410704,60,227579,1620,4720274,350,21637733,1780,198278
Región de Los Lagos,futaleufú,1460,658322028,150,197,30,325,00,00,90,45628,20,30,00,00,00,00,00,00,00,00,40,400,160,1705,1290,3323676,750,5262,1410,35967,10,309,860,784472,220,203100,520,7372
Región de Los Lagos,hualaihué,3040,115101010000014,20,06,1180,31925,10,001,2280,3856,1260,47422,00,00,20,0009000000000000001,10,0145,00,00,60,62,210,15080253165,2430,7802065201266,440,20028101266,2660,1420346683549,510,13582,1610,176121803798,940,33211903,2830,210838
Región de Los Lagos,palena,2060,6955540250000001,190,290,100,4027,00,00,500,29255,590,25635,00,00,00,00,00,00,00,00,120,285,440,3984,2010,34114796,970,5320,2030,5241139,10,1500,1830,6588915,840,2228691,1810,153155
Región de Aysén del General Carlos Ibáñez del Campo,total_región,19680,74363429595,310,182602,1940,124953,10,0125,4460,1106005,2370,33161,50,312,100,6241,120,5269,90,72,3870,11857175,2750,30855681,14140,2583207835,6150,24939038,17040,308368224,2410,5641035,8130,265413022,7440,4149837685,11740,4634808
Región de Aysén del General Carlos Ibáñez del Campo,coyhaique,7770,4328194289992598,120,1125,930,71777,10,0125,1880,39692,650,35259,00,00,40,5509,30,274,30,125,1990,9065939087196,1720,1836674427723572,5720,1377910231402723,2680,138092157692305,6810,1361881833602667,1060,8340428249674009,2100,28097971,2370,7754592199999999,5920,33204901153846
Región de Aysén del General Carlos Ibáñez del Campo,lago_verde,770,3845656199999999,00,00,20,08,00,00,40,185,30,086,00,00,00,00,00,00,00,00,40,2132,50,1700,690,21198095,370,14085,640,7567634,100,67389,400,1384604,310,8051551999999999,200,7767
Región de Aysén del General Carlos Ibáñez del Campo,aysén,2450,1334765973200017,30,27602,110,7024,00,00,240,73922,70,305,00,00,10,007,30,70,30,56,220,706045912804,300,6117433830124081,1700,5765677666753485,1080,49104092307695,2130,1644174063973334,380,3287848826622105,630,4641724,710,680070985,1110,1887648846154
Región de Aysén del General Carlos Ibáñez del Campo,cisnes/guaitecas,2270,6465471695,90,285,60,545,00,00,190,116545,150,97,00,00,00,00,10,025,10,024,100,985,50,217,1840,43787901,880,235119,1990,10069035,100,8977,1470,2387516,500,1712484,360,5068
Región de Aysén del General Carlos Ibáñez del Campo,cochrane,1280,1132821485,30,80,80,2997,00,00,370,111465,230,8352,00,00,00,00,50,1804,00,00,190,11175,230,9830,960,33464413,270,5390,1040,25187403,80,98643,1000,18157434,780,32684223,240,11421
Región de Aysén del General Carlos Ibáñez del Campo,tortel/o'higgins,390,18514321873,00,00,40,0562,00,00,160,05853,70,162,10,03,10,003,00,00,00,00,20,25,30,1250,350,447283074,20,3120,300,6504493,140,4412,320,99607156,330,1297112551,260,41116
Región de Aysén del General Carlos Ibáñez del Campo,chile_chico,2610,361668672,40,60,450,2263,00,00,780,2816,720,252205,40,282,40,0632,00,00,10,001,820,44353,170,191895,1130,7018871399999999,340,32075,2220,14739984,380,3401135,1190,10708456,1390,25916304,2160,471656
Región de Aysén del General Carlos Ibáñez del Campo,río_ibáñez,2620,2311261760000723,00,00,250,13713,00,00,810,1012,460,20564,00,00,00,00,00,00,10,01,510,20996,270,3152852892640197,2120,6680528841843791,590,1287973,2300,23561045,230,3838171792370388,1230,24703565,1270,1551497044,1660,370221
Región de Magallanes y de la Antártica Chilena,total_región,5830,115035326638,130,8225,1080,39712,30,0308,1590,282808,310,6292,00,00,50,1003,00,00,140,20099,1180,980039,120,9664,2300,3036385168,740,128472,4840,5220013201,830,68496928,2260,473825907,1450,2676762009,4350,5214252
Región de Magallanes y de la Antártica Chilena,punta_arenas,1740,4607925580007789,30,825,560,22026,10,025,800,15289,160,4560000000000001,00,00,50,1003,00,00,110,1734,120,3990,40,3125,610,12913676558975,150,15597,990,90309407816081,540,577380988718,320,12494882431045,500,22071222788718,1180,3349213895429
Región de Magallanes y de la Antártica Chilena,laguna_blanca,320,2755052300021587,00,00,10,40,00,00,00,00,00,00,00,00,00,00,00,00,10,0006,60,12822063156278,10,40,160,267460360673765,60,5820015760204,300,2063954982270629,50,993693312102,90,24369818877574,60,598579420702,110,1989356104571
Región de Magallanes y de la Antártica Chilena,río_verde,350,26311008999921,00,00,10,10,00,00,00,00,00,00,00,00,00,00,00,00,00,00,50,12338947368,00,00,240,87953441374515,90,3624122807,320,114200092150565,60,1568719836214,150,1215885861405,110,2784668195414,150,4048
Región de Magallanes y de la Antártica Chilena,san_gregorio,260,5973299999983354,00,00,00,00,00,00,10,002,00,00,00,00,00,00,00,00,00,00,70,4188989475722,00,00,30,27292960976085,40,8198756169796,260,4835258926592941,30,235500,110,41335321354881,90,43696995322,140,12537
Región de Magallanes y de la Antártica Chilena,cabo_de_hornos,210,176225967,00,00,60,018,00,00,120,0812,20,0025,00,00,00,00,00,00,10,0003,00,00,00,00,190,288055627,00,00,150,952822045,10,0555,110,294592,100,518433527,170,0976
Región de Magallanes y de la Antártica Chilena,porvenir,1220,6811964916014435,70,275,220,8406,00,00,240,41456,20,003,00,00,00,00,00,00,00,00,520,33452573926851,50,2036,190,1480698458886,220,3419790705015,1200,5535052282156447,70,147073,770,8397587553572,240,200122722554,1000,618235308118788
Región de Magallanes y de la Antártica Chilena,primavera,430,3181309599985515,10,15,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,90,4611306606777,00,00,10,18559762425,140,1062209294985,420,283830661962651,20,4420,170,1813003687328,120,135450949152,240,4727286675077768
Región de Magallanes y de la Antártica Chilena,timaukel,230,623134900000005,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,40,2752719466372,00,00,210,26089430878689,30,9110,220,1816509258217044,30,28430,60,12548197591,140,1635176628294,130,4945330243734352
Región de Magallanes y de la Antártica Chilena,natales,1600,6024668411199311,00,00,220,41,20,0058,420,80142,110,1677,00,00,00,00,00,00,20,275,270,282410438495,20,0503,770,210962092527535,40,6695,1450,2218493092341144,110,3288765821305,650,16977393026166,210,1521274583817508,1350,12481010438495
Región de Magallanes y de la Antártica Chilena,torres_del_paine,280,4974043530002059,30,450,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,100,2102319561505,00,00,200,1162561855954,50,1990,270,1352803568058534,30,5503935808355,180,9609306546078999,120,141737168812152,230,1873209561505
